,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
6510,ทำ คน สวย ฆ่า บีบ คอมัน,0,0,0,0,0,0
9858,เกลียด,1,0,0,0,0,0
1337,งาน นวด กรุงเทพนวด ไทย นวด ออยนวดอโรม่า ตัดแต่ง ขน เกย์ ชาย แท้ไบลับ ห้อง ตัว จอด รถ ติด mrt สาย เดินทาง สะดวกใจ กลาง เมือง แยก ฟอร์จูน นวด อโศกนวด พระรามโทร,0,0,0,0,0,0
3901,หนัง โป๊ วัย รุ่น สาว ญี่ปุ่น ขาย ตัว โดน ดำควยนิโกรกะแทกหี สด ร้อง ลั่น,0,0,1,0,0,0
3010,หา กล้า คน ชื่อ น้าcoj นายก เถื่อน ปี ไอ้ สัส ปี ประยุทธ์ โหน กระแส,0,0,0,0,0,0
5041,knw ดูหี ไหม,0,0,1,0,0,0
8985,ป้า แป้ง กบ หก เก้า เมีย อ้าย โอ ควายนิ,0,0,0,0,0,0
2250,สรุป วิจัย ประมวล วินาที จาการ ตอบ ถาม น้อง สรุป คบ เหมือน เดิม รัก เก่า เค๊ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
6785,เวลา ทวิต เพลงpinkvenomคน จม คน จม คน คา แรคเตอร์ แข็งแรง bp คน เสียง เพลง ร้อง ท่อน หน้า ลอย เจน ลิซ่าจีซูโรเซ่ จม เด่น ยืน อยู่โซล ไทย ลำ แสง ออร่าblackpink,0,0,0,0,0,0
5039,ดู หี,0,0,1,0,0,0
2346,wetvvip วันหาร wetvราคา หาร wetvvipหาร วีทีวีหาร วีทีวี ราคา wetvthหาร wetvราคา ถูกหาร wetvwetvราคา ดาราจักรรักลานาใจ รัก จ้าว ลู่ซืออู๋เหล่ยyinyinanwwarwanaratwuleiหยิ่นวอร์ ห้วง สมุทรลิขิตจันทรา,0,0,0,0,0,0
9448,เริ่มต้น ตัว มหาลัย ตอแหล,0,0,0,0,0,0
5485,ควย,0,0,0,0,0,0
2784,แท็ก เทรน สัก นึก ดิวอริสรา,0,0,0,0,0,0
5694,ว่าง คะนัด อม นัดเย็ด คะนครปฐมเมือง พระประโทนสาว สอง งู ทำนม รุก ผลัด เอ้าดอร์ รถ โรง แรม สนใจ อุดหนุน รูป คลิป นัดแอดไลน์ไลน์ ไอ ดีtongchai,0,0,1,0,0,0
5119,เลีย หี คน สวย,0,0,1,0,0,0
7831,ลอง ยิงธนู เหมือน พัก ก่อนtheadventureplusep,0,0,0,0,0,0
5555,ควย,1,0,0,0,0,0
5599,ควย ดี อีสัสยาว ชมพูชม ใจ หีแฉะละ เตง,0,0,1,0,0,0
6933,aptniนัดตบ หน้า สตู,0,0,0,0,0,0
150,คน หา คลิป ฟิล์ม บ้าน ฟิล์ม รถ ดั้ง เป้นกะเทย เหมือน กัร หา หา รีแอคชั่น วิดีโอ,0,0,0,0,0,0
2804,ใด คน ไทย รัก คน โลก สวย ขนาด โลก ใจดี คน อย่า ลืม ดิคุณอิน สังคม ไทย แบ ตลก อะเหมือน คน โลก ดิวอริสรา,0,0,0,0,0,0
6100,น้องยุ น่าเย็ด มากเรย นัด ด้าย,0,0,1,0,0,0
2086,cosatคลิ๊กลิ้งค์ ฟรี หมุนกง ล้อ ลุ้น เครดิต ฟรี มีลิ้ง ทรัพย์ โปรฝาก ทำ เทิร์น ฝาก ถอน โอน ไว ต่ำ เครดิต ฟรี เกม ดี สล็อต ทุน คุย แซ่บ โชว์ xนุ๊กปายไลฟ์ ไบเบิ้ล แป้ง ชูut,0,0,0,0,0,0
3751,ไอ ควย ห้อง สอบ ว่างเปล่า เหมือน นั่ง เล่น หายใจ ทิ้ง มั่ว เล่น จ้ำจี้ มะเจือเปาะแปะอะ,1,0,0,0,0,0
5612,เอาจริง อ่ะโครตเหนื่อย ควย,1,0,0,0,0,0
2259,สุข แบ ตะโกน คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
4017,โดน เย้ด เมาควย,0,0,1,0,0,0
6348,ฆ่า คน ทาย ตาย ลงแดง ตาย พี่ออฟ โรด,0,0,0,0,0,0
9808,เกลียด ขนาด ดิ,0,0,0,0,0,0
2424,yuanyioveletlingbuyikızımlaevlenecekbunadayanamıyorumbencegözyaşlarınıdü ünesaklamalı sınlingbuyininönündeağlamalı sınshshsjsshdjdjdjddjjddjdjdjdjlovelikethegalaxy星 ดาราจักร รัก ลำนำ ใจ xinghancanlanzengli,0,0,0,0,0,0
4138,ใจ ควย,1,0,0,0,0,0
3856,แม่ ด่า แน่ ควย ห้อย,1,0,0,0,0,0
859,pruk กิน คับ อ้วน หรอก คับ กิน ฟิตเนส เนอะ,1,0,0,0,0,0
5367,เป้น โคด มารยาท แบ สะเหล่อ ค่า สั่งสอน อย่า หา ทำ ผุ้ ชาย ชอบ เรื่อง ค่า โลก หมุน โคจร รอบ ควย เนาะ,1,0,0,0,0,0
7873,รอ พี่โอม ยิง ธนู ดู theadventureplusep,0,0,0,0,0,0
8367,กี้ด ดีใจ โฟน แบ มูฟ พิ้นะ พิ้ มูฟ กัสเสม ดีใจ กกกกกกสดวกยกา กบ คุย คบ จบ ขก เล่า เล่น ทวิต แลว,0,0,0,0,0,0
7592,จางกัง สร้าง เรื่อง หนี หาย ตาย คน ชีวิต นางสร้าง เรื่อง สงสาร,0,0,0,0,0,0
8719,ไอ ควาย สาม หา คน เก่า ไอ จู๋ สันดาน งี้ ตัว,1,0,0,0,1,0
4739,หี สวย,0,0,1,0,0,0
8750,แยกแยะ ตาย อีควาย สมเพช,1,0,0,0,0,0
4462,แฟน นั่ง อ่าน นส ตั้งใจ ตัว พ้ม นั่ง กิน นม ถุง อร่อย,0,0,0,0,0,0
5528,ร้าน ตัด รอบ บ่าย สอง ป๊อบเปอร์ ไวอากร้า ห่วง รัด ควย,0,0,1,0,0,0
1364,รี ค้าบบกทมเกย์,0,0,0,0,0,0
1779,สอง คน หล่อ คน ยิ้ม ค้า ตอบ ดี ชื่นใจ สุ๊ด คุยแซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
6096,โดน เย็ด,0,0,1,0,0,0
4785,เงี่ยน ขนาด เย็ดหีนู๋ไหม,0,0,1,0,0,0
10088,เกลียดอีฮันซอฮีมาก ทำ ชีวิต ไอดอล พัง กี่วง ทำ ฮัน บิน ไอ ทำ วอน โฮ มอน เอ้ก เกลียดแม่งชิบ หาย ติด คุก ตระกูล เส้น สิ,0,0,0,0,0,0
1818,เพื่อน แฟน ดีใจ เสียใจ เค้า คน รู้ เค้า คน ยิ้ม แก้ม แตก อาการ บ่ไหว คน โก้ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
8090,สอน ยิง สเปกเตอ,0,0,0,0,0,0
4937,หนุ่ม รัสเซีย เย็ด แฟน เลีย หี คน รัสเซีย เสียว หี สวย แฟน กระแทก แตกนอก,0,0,1,0,0,0
2704,เฝ้า รอ อังคาร ววอู๋เหล่ยดาราจักรรักลานาใจ,0,0,0,0,0,0
5285,เลีย ปลาย ควย,0,0,1,0,0,0
175,ทัก กะเทย,1,0,0,0,0,0
7757,mpcแต่ ตอน ยิง ปืน ดู เท่ ชม ใจจริง เกรก ยิง หัก หน้า แอบ กังวล ใจ ปกติ คน แคร์ รู้สึก ยิง ตุ๊กตา ชู ตุ๊กตายูนิคอร์น ตัว ตัว โอบกอด,0,0,0,0,0,0
2093,ชัดเจน ตัว สรุป ชอบ ล่ะ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
8654,ขาย กากกาแฟ,0,0,0,0,0,0
3491,ดู แปล หาย ไวน้า เจ้าคน เก่งbuildjakapanไบเบิ้ลบิวbiblebuild,0,0,0,0,0,0
1920,thaibetflik ค่าย เกมส์ ไทย ฝาก ต่ำ ถอน ต่ำ ฝาก หมุน กง ล้อ ลุ้น สิทธิ์ สิทธิ์ สมัคร สมาชิก สอบถาม ไลน์ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
82,หลอก กะเทย,0,0,0,0,0,0
816,อ้วน รัก,0,0,0,0,0,0
8758,ชีวิต ชีวิต อะเนอะกุ สิทธิ์ อยู่แล้ว กุมี สิทธิ์ สบายใจ เนอะกล้า วะ อีเหี้ยกู เกลียด ว่ะ อีควาย,1,1,0,0,0,0
7627,รู้ หล่อ ฆ่า คน ตาย ชีวิต,0,0,0,0,0,0
4396,อ่า นมฮร กุเหนื่อย,0,0,0,0,0,0
7318,ตายเจน สวย,0,0,0,0,0,0
5568,ควย เอ้ยไอ่เหี้ยยยยอ คา คน วววววรถ เต็ม รอ สิบ ชาติ ไอ่สัดเอ้ย,1,0,0,0,0,0
283,ปัญญาอ่อน อีควาย รม,1,0,0,0,0,0
4120,คลิป หลุดฟรี โอนลี่ แฟน งาน เย็ด แจ่มอมควยบ๊วบ โดน จับเลีย หี ไข่ สั่น ดิลโด้ เล่น เสียว,0,0,1,0,0,0
7756,โอม ยิง ธนู คับ theadventureplusep,0,0,0,0,0,0
609,หนัก ไอจี เว่ย รูป โยง เรื่อยเปื่อย ปัญญาอ่อน,1,0,0,0,0,0
2915,สเปรย์ แด คุณดิวอริสรา เบส ผิว ดู ไบร์ทขึ้นamp แด งาน ฉีด แถม ผิว ดู ขนาด mlราคา ฟรี แด ดิว แด ดิวอริสราสเปรย์ แด ดิวอริสราeightyeightbeauty,0,0,0,0,0,0
1813,คุย แซ่บ โชว์ xนุ๊กปาย crttphrim,0,0,0,0,0,0
1271,ดู หุ่น ผม ทัก รู้ โดน เย็ดไหม คุย เสียวเงี่ยนเกย์,0,0,1,0,0,0
6152,ทำ งาน ชุมพร ท่าแซะ หา สาว ผัว เผลอ นัด เย็ดลับ,0,0,1,0,0,0
9766,ตุย เย็น ชา ใส่ น้อง เกลียดกุจริง ชอบ ขี้หน้า หนู หรอ พี่ แง,0,0,0,0,0,0
2994,superth แจก ทุน ฟรี คุ้มสมาชิก สมาชิก เครดิต ฟรี เครดิต ฟรี โหน กระแส ล้าง หนี้ กยศพิ้ง กี้ ถึงมาย ฝาก เครดิต ฟรี เฃ,0,0,0,0,0,0
7377,พี่ เย่ ตกใจ แรง ตาย superjuniorsmtownlivetokyoyesung,0,0,0,0,0,0
6958,ไล่บาส นอน สัก พัก น็อตลง รูป เอ ดี ลูกกุ คน ดื้อ สภาพ ไล่ ตบตูด นอน คน เนี้ยะ ฮึ้,0,0,0,0,0,0
8297,ค้าน เถื่อน กาก,0,0,0,0,1,0
2642,reuterslovelikethegalaxy星 ดาราจักร รัก ลำนำใจ xinghancanlanzhaolusiจ้าวลู่ซือ,0,0,0,0,0,0
6805,โมเม้น แบ นอน หลับหรอ กล่อม โดน กล่อม หลับ ไหร่ หรอก ตบ หมอน รอ อะ ตบ หมอน รอ นอน โลง ทน ดาเมจ ใส่closeup ภาพ แตก บ้า เอ๊ยfautierart,0,0,0,0,0,0
4508,เยลลี่ รสนม เปรี้ยว อร่อย,0,0,0,0,0,0
2305,วลี เด็ด ชาย หลิง เซ่าซาง กลัว ฟัง อบอุ่น หลับ ตรนั้น หนี ล่ะ ฝาก แบก ดาราจักร รัก ลำนำ ใจ ห้วง สมุทรลิขิตจันทรา,0,0,0,0,0,0
6754,โอ๊ย พ่อ ลูก คู่ ตบ บ่า รูสเตอร์ เหนื่อยหน่อยนร้า รูส เตอร์,0,0,0,0,0,0
6503,jy น้อง ยิ้ม ฆ่า มัม หมี,0,0,0,0,0,0
4195,เวรกรรม ติ่ง กิน นม กล้า ทิ้ง กล่อง รูป เมน,0,0,0,0,0,0
5562,พี่ ฉีด ควย ป่าว คับ,0,0,1,0,0,0
4840,ติด รอบ พอร์ต ว่ะอีหี,0,0,1,0,0,0
4655,ไอดอล หญิง ระวัง ตัว สอง ไอดอล ชาย คุย คน คน หญิง เสมอ รู้,0,0,0,0,0,0
8317,เมืองตัน อี พรรค เก่าแก่ พรรคเหี้ย พรรค นึง บอยคอต เลือกตั้ง รู้ ตัว แพ้ ทำ นโยบาย สู้ โอกาส รัฐบาล กาก ทำ นโยบาย ขาย ไข่ แบ ชั่ง กิโล งี้ ไทย เข้มแข็ง คน ร้อง เพลง ชาติ ไลฟ์ สด ประเทศ สร้าง เสา ธง โรง พัก สร้าง งี้,1,0,0,0,1,0
4168,raiderท่าน มือ ปราบ ท่าอมควย ท่านช่าง ยอด,0,0,1,0,0,0
3849,กุ นั่ง น้ำ ตา สึม ม่มี ใคชิบโพเดียว กะกุควย เย้น ขนาด,1,0,0,0,0,0
10021,เกลียด ตอน ผี ไฟ ชอบ ดับ ตกใจ,0,0,0,0,0,0
8550,ทีม หลัก กาก พัง กุทะลุk เย้,0,0,0,0,0,0
5253,อีเหี้ย แกล้ง กุ ป่าวเจเจพึ่ง หาย ละกุมา เจอ อยู่แล้ว ควย,1,0,0,0,0,0
8176,ใจกาก อย่า ปาก เก่ง นายก เถื่อน ปี ไอ้ สัส,1,0,0,0,1,0
5533,ควย สวย,0,0,1,0,0,0
2414,ร้องไห้ ตอน พระ เอกดาร์ก ขนาด ปล่อย วาง ชีวิต ขับ เคลื่อน แค้น แท้ดาราจักรรักลานาใจ,0,0,0,0,0,0
3554,googleแปลgoogleชิปbiblewichapasbibblebuildไบเบิ้ลบิว,0,0,0,0,0,0
4691,อีควายอีเหี้ยอีสัสอีหมา อี คางคกอี นรก อีอุบาด อีชาติ ชั่วอี สันดาว เลวอีหี สนามอี รก โลก,1,0,1,0,0,0
4498,thermoceuticalpremiumsosredgel พี่แก้ว สุดท้าย พี่ หมา ชอบ ชื่อsos ตัว ตัว ทาร์เก็ต ผิว ระคายเคือง cicaหอมแดง polyglutamicacid ชุ่มชื้น ตัว มาส์ก เจลทา มอยซ์นาที ค้าบ,0,0,0,0,0,0
2195,คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
5045,ยาดเลียหี,0,0,1,0,0,0
2600,ดู epละ หงุดหงิด เห้อ แบ น้อง ทำ ตัว เดือดร้อน ลูก ฟัง พี่ อิพี่ กะ น้อง รู้ น้อง ดาราจักร รัก ลำนำ ใจ,0,0,0,0,0,0
1518,หลอ หา ชาย เย็ด ชาย ทุ่ม ชาย แท้เกย์ไบสมุทราการ,0,0,1,0,0,0
4764,เย็ดหี สาม เวลา อาหาร จังอีแน อีร่าน แดก น้ำควยกูไป ส่ะ,1,0,1,0,1,0
4314,หัก ดิบ กิน ชานม โปรด ละอห คอ สลด โล กลัว สัก ลด ทรมาน กิน ม่ เวลา กำละง กาย เวลา นอน เลอเหน่ย,0,0,0,0,0,0
3366,โหน กระแส,0,0,0,0,0,0
6300,ฆ่า หมก ห้องน้ำ ดี,0,0,0,1,0,0
6834,กรู ตบกบาล ไอ้ สาว จีน หน้า กรู ถ่าย วีดีโอก รู เสือกบัง ตอน มิยอน หน้า แทบ ถีบ ตก เก้าอี้ โคตรโมโห,1,0,0,1,0,0
2633,ดาราจักรรักลานา ใจep ตับ พัง,0,0,0,0,0,0
7362,คัมแบค เอ็กโซ แน่ ตัว พ่อ ทวง บัลลังก์ จม หาย ตายเอ็กโซ,0,0,0,0,0,0
5633,ftเย็ดเก่ง คน ผุ หญิง คราง เสียว ร่ายควย,0,0,1,0,0,0
8342,เน็ต ทรูกากเหี้ย,1,0,0,0,1,0
5922,คลิป โป๊ ไทยน้อง มี่ วัย รุ่น ไทย รักลีลา เด็ดดูด ควยผัว เสียว โดน เด้า ปาก เย็ด ร่อง นม,0,0,1,0,0,0
8948,am ห้อง อีควาย,1,0,0,0,0,0
2434,หยวน เหงา แม่ทัพ ต่อปาก แม่ทัพ ฮั่ว ห้วง สมุทรลิขิตจันทราดาราจักรรักลานา ใจlovelikethegalaxywuleizhaolusiอู๋เหล่ยจ้าว ลู่ซือ,0,0,0,0,0,0
8425,คน รู้จัก บ่น เต็ม ระบ กาก สม จ่าย ทรู ล่ม,0,0,0,0,1,0
7015,ตบ พาราจิงคืน,0,0,0,0,0,0
7225,บ้านสตาร์ค สงสาร หมา ตายเหลือ ตัว คน บ้าน หนัก ตาย เกลื่อน,0,0,0,0,0,0
10102,นึก ทำ งาน เลอ ผม เปงเมนเจน นั่ง ลิลลี่ กัมพูชา ปาก เกลียด น้อง เจน แซะ รู้ก หนู อือ,0,0,0,0,0,0
4520,เลี้ยง ชา นม แอคเน้ ชง อร่อย เสมอ,0,0,0,0,0,0
5587,ปาก รอบ ควย,0,0,1,0,0,0
3545,หาย ไวนะต้าวเหมียวgetwellbuildbeyourluveไบเบิ้ลบิวbiblebuildฟอง อากาศ ไบเบิ้ลบิวbuildjakapanเจ้า แป๊ะ ยิ้ม,0,0,0,0,0,0
6195,หยิ่น เล่น พระ เอกสาย อบอุ่นวอร์ ฆาตกร หยิ่น เล่น ผม จีบ เค้า โดน เค้า ฆ่า ตาย,0,0,0,0,0,0
6223,ฆ่า ตัว ตาย แบ เดือดร้อน คน วะ,0,0,0,0,0,0
8965,สมน้ำหน้า อีควาย,1,0,0,0,0,0
5531,ผัว ชอบ แบ ไร้ ขน ตัว ผชหลาย คน มั่นควย ขนาด,1,0,0,0,0,0
5444,โดน ควย ปลอม สี ชมพู ยัด หีสาว ระเบิด,0,0,1,0,0,0
517,แผน โลก แผน ปัญญาอ่อน,1,0,0,0,0,0
7903,ยิง ไหม,0,0,0,1,0,0
9972,เงียบ ปาก อย่า เด็ก เกลียด ปาก กระทบ,1,0,0,0,0,0
9246,ตอแหลกู โรงบาบ ตี รถ เมย์ มอ,0,0,0,0,0,0
8451,ล่ม นาที เขี้ย กาก ทรูกาก,1,0,0,0,1,0
1415,ฝาก เนื้อ ฝากตัว งาน คอลเสียวคอลเสียว กล้อง นัด เย็ดเกย์,0,0,1,0,0,0
4664,การ์ตูน สาว สอง ตัว ปกรีวิว แน่น ประสบการณ์ ลีลา เด็ดอม เก่ง มันส์ หุ่น หน้า นม ผิว งาน ดี ปก สวย ยินดี คืน เงิน อย่า ลังเล kellykellyรับ งาน นครศรีธรรมราชไซด์ ไลน์นครศรีธรรมราช,0,0,1,0,0,0
4456,ชอบ นม,0,0,0,0,0,0
2761,เอ ตีตี้ ปล่อย คลิป เซลฟี่ ฮั่วอู๋ซาง ฉบับ พิทักษ์ ปล่อยภาพฮั่วอู๋ซางเวอร์ชั่น สำนัก งาน จบ เวิร์ชั่น ไหม คะอู๋เหล่ยwuleiดาราจักรรักลานาใจ,0,0,0,0,0,0
5911,เย็ด,0,0,1,0,0,0
4855,ตัว หี,0,0,1,0,0,0
9020,งี้ หยุด เบียว ตัว คน เจ้าชู้ ทำ คน เสียใจ อีควาย คน นั่ง ร้องไห้ ค่า คน โดน หัก อก เนอะ เล่น บท ตัว ร้าย ละคร แบ ฝัน สติ,1,0,0,0,0,0
127,เชี่ยเอ้ย ตอน เค้าพาร์ทนาง งาม เต็มตัว กูเตียม ใส่เพิส เย่ว แตก แน่ กะเทยกะชะนีนัว สนุก แน่ ชาติ อีผิน เกียม,1,0,0,1,0,1
3474,หาย ไว น๊า คนเก่ง️ไบเบิ้ลบิวbuildjakapan,0,0,0,0,0,0
8231,แอคปั่น ฟัง มัม หมี คะทวิต ลบ หนี เหล่ามัมหมี ลูก แดง แคบ ไว ดีใจกาก อย่า ปาก เก่ง ปากไว้ กิน ข้าว อย่า มัว อม เหรียญ,0,0,0,0,1,0
4310,นมปั่น อร่อย,0,0,0,0,0,0
2438,ชั้น มูฟออน ดาราจักรรักลานาใจ หรอก,0,0,0,0,0,0
3765,อมควย พี่,0,0,1,0,0,0
8274,สร้าง งาน พลัง ลบ ทำ สิทธิ์ บุคคล เผยแพร่ ฐานะ งาน บริษัท งาน ตัว งาน สาธารณะ คน ดู ชอบ ด่า ธรรมดา วิจารณ์ งาน กาก ไล่ คน ดู ชอบ ดู เผด็จการ จำกัด สิทธิ์ คน,0,0,0,0,0,0
6123,เว็บ ดู หนัง โป๊ ฟรี คลิป เสียว หนัง โป๊ ไทย หนัง เย็ด คลิป โป๊ เด็ด คลิป โป๊ ฟรี คลิป โป๊ ฝรั่ง คลิป โป๊ ยุโรป คลิป โป๊ออนไลน์ คลิป โป๊ ฝรั่ง เย็ด หมู่ปารตี้เย็ดเสียว หลุด ดูด ควย,0,0,1,0,0,0
6065,คลิบโป็ ญี่ปุ่น ชุด น้อง เมีย ขี้เงี่ยน จับเย็ด เข็ด,0,0,1,0,0,0
6454,ลุคมา ฆ่า คน หวัง นางแต่ง สวย ขนาด สม มง ชุด สวย งาน จริงvma,0,0,0,0,0,0
9943,กุก็ เกลียด อี คน เต้น ล้อเลียน นิว จีน ด่าyg แบ เหมา แถม ทำ โดน ด่า ฟรี ทำ แบ กุ เกลียด ลูก อี หน่อแตด,1,0,0,0,0,0
1473,คุย ทั่ง หญิง ชาย เกย์ สาว สอง แลกเปลี่ยน ประสบการณ์ รัก,0,0,0,0,0,0
4821,กระแทก หี สาว เอวี ผม หี สวย มันส์ หี สวยเย็ด หนังเอวีซับ ไทย,0,0,1,0,0,0
8186,แถว เน็ต โคตรกาก,0,0,0,0,0,0
3560,เฉลย เดี๋ยวนี้ กูเกิ้ลทรานสเลต ชิปเปอร์ ฟอง อากาศ ไหม ไบเบิ้ลบิว,0,0,0,0,0,0
3951,คลิป โชว์ ควย กรี๊ดลั้นแม่ เจ้าควย ขนาด น้ำ เดิน ควยควย ยืน แก้ ผ้า ชัก ว่าว ยั่วเย็ด,0,0,1,0,0,0
49,กุ ชอบ ดนตรี กะเทย มั้ง เนื้อ ร้อง ไหร่ ยู้ ฮู ติดหู ท่าเต้น คัน กะเทย,0,0,0,0,0,0
5437,นั่งน่ำ ตานอง กุสวนโพ คน โลก ควย,1,0,0,0,0,0
10072,เกลียด อี,1,0,0,0,0,0
887,อ้วน,0,0,0,0,0,1
2616,แม่มโนเก่งงงงlovelikethegalaxy ห้วงสมุทรลิขิตจันทราดาราจักร รัก ลำนำ ใจ,1,0,0,0,0,0
516,เค้า ฟัง เพลง สนใจ ปัญญาอ่อน หรอก,1,0,0,0,0,0
3168,เค้า หลุด อี เมีย ทำร้าย ร่างกาย สารพัด ผัว เบลม เหยื่อ รู้สึก แถม ทำร้าย โหน กระแส,0,0,0,0,0,0
2949,โล๊ะ ตู้ โล๊ะ ตู้ เสื้อผ้า เสื้อผ้า มือเสื้อผ้า มือ สอง เสื้อผ้า มือสอง สภาพ ดี เสื้อผ้า มือ สอง ราคา เสื้อผ้า สไตล์ เกาหลีอิงล็อตmewsuppasitlalisabambam คิมซอนโฮประวิตร โหน กระแส ลุงตู่ ชาล็อตออสติน foreverloveกลรัก รุ่น พี่ ศาลรัฐธรรมนูญ,0,0,0,0,0,0
1424,ห่วง รัด ควย เสริม แข็ง ซื้อ วง ซื้อ วงฟรี แถม ชิ้น ห่วง รัดไว อากร้า ถุง ยาง โอน ฟรี ปลาย สนใจ สินค้า สั่ง ซื้อ ทัก ถาม ฝาก กด ติดตาม ร้าน เกย์เกย์ รุกเกย์ เกย์ นัดเย็ด,0,0,1,0,0,0
139,คน ร่าง ตอน ผญ เป็นผช กะเทย,0,0,0,0,0,0
1924,นุ๊กธนดล รอย ยิ้ม สุข พี่ คน ครอบครัว บ้านสิงห์ ปาย ตอบ อธิษฐาน หนัง เรื่อง เฟื่อน ปาย คุย แซ่บ โชว์ xนุ๊กปายหนัง เฟื่อนนุ๊กปาย,0,0,0,0,0,0
2378,จิงexpressจบ อาทิตย์ กระแส ปัง ปุ ดาราจักร รัก ลำนำ ใจ ห้วง สมุทรลิขิตจันทราจ้าว ลู่ซือzhaolusi,0,0,0,0,0,0
3197,ผัว หลง กีป่ะ โหน กระแส,0,0,0,0,0,0
5131,หี ขี้ เงี่ยน พิมพ์เร้า รูป สื่อ ลามก น้ำหีซึ่ม เวลา สบ โอกาศ ล้วง น้ำ ตัว ไล่ ป้าย คน เย็ด คน เย็ด มั่ว อึ๊บ เงี่ยนง่าย คน เลือก ดู รู้ ขี้ งี่ กูการันตี เจอ ตัว,1,0,1,0,0,0
112,นจก คำจา แบ ลู้ กกก‘ ฉันติ้ก เต็มจ่ะ ’‘ ทำ จริต กะเทย,0,0,0,0,0,1
4559,กระเป๋า ใส่ ขวด นม ยัน ผ้า ห่ม ทำ ตัว โผ รัก เรียบร้อย เดิน กง แบ เงีย,0,0,0,0,0,0
4595,สอน ติด คาบ นอน กิน ข้าว เที่ยง ซัด ข้าว ซอยข้าวสาลี ชานมเครป ตอน จัก อ้วก กิน ขนาด ฮรึก,0,0,0,0,0,0
9425,ตอ แหล,0,0,0,0,1,0
3250,นายก เถื่อน แตงโม ยุติธรรม โหน กระแส ส่อง ทวิตยาม เช้า พรรคเพื่อ ไทย ครอบครัว ไทย ม็อบ สิงหา,0,0,0,0,0,0
4690,หีฟู ดู ปราณบุรี,0,0,1,0,0,0
7680,ยิง แอค ฟอลไทย ผสม คุณภาพ ปัญหา แอค สะอาด⊹ เล่น บอท ตัว ร้าน รับประกัน งาน ขาย แอคไอจี ขาย ไอจี ขาย ไอจี ราคา ขาย แอค ขาย แอคทวิต ขาย แอคไอ จีบอท,0,0,0,0,0,0
9137,รี ควายเม้น คน เก่ง เงิน เดือน ด่า ตาย หา จ้าง หมา จ้างแมว ทำ งาน เรียนรู้ ชาเล้น งาน ทาส,0,0,0,0,0,0
4546,replicacoffeebreakกลิ่น ว้าว ชอบ กาแฟ รัก ค่า กลิ่น หวาน นวล สอดแทรก ลา เวนเดอร์ รู้สึก เหมือน นั่ง จิบ กาแฟ นม ยาม เช้า กลิ่น เป็นunise กลิ่น น้ำ หอม ครบไซส์ เทียน,0,0,0,0,0,0
7075,esenหัน เสียง ทักทาย สบ ตา ยิ้ม คน หวัดดี ผม ซาคุยามะรุกะยินดี รู้จัก เกร็ง เอ้า หายใจ ลึก ปล่อย สิ ตบ บ่า เบา ทักทาย มั่นใจ สิ,0,0,0,0,0,0
3277,amfunเว็บสล็อตดี กิจกรรม แอดมิน ตอบ ไว ฝาก โบนัสการ ฝาก กง ล้อ สุ่มแจก รางวัล คลิก สล็อต เครดิต ฟรี สล็อต ทุน สล็อต แตก โหน กระแส บาคาร่า pgเกรซซี่ การณ์oneสนั่น จอเพิร์ธชิม่อนnomin,0,0,0,0,0,0
6524,เข้างาน ยุ่ จี๋ ชง อิอิหล่อกร้าว ใจะมัด พ่อ ล่า ฆ่า หัว ชุ้น ️xiaozhan,0,0,0,0,0,0
7393,คน ช็อต ไบร์ท กอด โอบ เอว วิน อะ เขิน ตายกู รู้ บรรยาย ช็อต รู้สึก แบ รู้สึก ตอน ภาพ ติด ตา แบ ล้าง หน้า กลัว หาย แบ วิน ไบร์ท อร่อย จริงgmmtvfanfestjpdไบร์ทวิน,0,0,0,0,0,0
4068,ควย เอ้ยไอ่เหี้ยยยยอ คา คน วววววรถ เต็ม รอ สิบ ชาติ ไอ่สัดเอ้ย,1,1,0,0,0,0
4408,เทยเลอร์ ร้อง เพลง พี่ สาว เซล กาก้า เมเบอร์ คน วง อาริ ทำ เพลง เค สัมถึง mpgอิ หัว นม ทาน รวบ,0,0,0,0,0,0
6388,ปลอม เปลือก มนุษย์ หลง ลืม หน้าที่ ตัวตน กล้า ใจ ดี อินุอิ คน อ่อนแอ นอบน้อม รอด รู้ ชอบใจอคติ รังเกียจ กล้า อนาคต คน สมควร ฆ่า ฝืนชะตา ช่าง ฆ่า,0,0,0,0,0,0
8744,คน กรุปโอ อ่อนแอเปนอีควาย,1,0,0,0,0,0
8852,กล้า กลัว อีควาย,1,0,0,0,0,0
